ID Gender,Gender,ID Industry Group,Industry Group,ID Year,Year,Median Earnings by Industry and Gender,Median Earnings by Industry and Gender Moe,Geography,ID Geography,Slug Geography
0,"Male",14,"Public Administration",2018,"2018",90125,17661,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2018,"2018",22826,10151,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",2,"Construction",2018,"2018",32245,20782,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",3,"Manufacturing",2018,"2018",42561,13149,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",4,"Wholesale Trade",2018,"2018",70444,14372,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",5,"Retail Trade",2018,"2018",21296,3980,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",6,"Transportation & Warehousing, & Utilities",2018,"2018",46719,9385,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",7,"Information",2018,"2018",42287,8835,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2018,"2018",54939,13797,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2018,"2018",39631,6575,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2018,"2018",41823,2805,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2018,"2018",19759,3716,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",13,"Other Services Except Public Administration",2018,"2018",19760,3819,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",14,"Public Administration",2018,"2018",64458,6457,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2017,"2017",27260,15672,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",2,"Construction",2017,"2017",32349,4670,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",3,"Manufacturing",2017,"2017",61196,12305,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",4,"Wholesale Trade",2017,"2017",48241,10003,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",5,"Retail Trade",2017,"2017",25786,8945,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",6,"Transportation & Warehousing, & Utilities",2017,"2017",42162,12068,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",7,"Information",2017,"2017",59017,4189,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2017,"2017",62500,16108,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2017,"2017",44277,8217,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",10,"Educational Services, & Health Care & Social Assistance",2017,"2017",52309,6866,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2017,"2017",24440,3030,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",13,"Other Services Except Public Administration",2017,"2017",25895,3622,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",14,"Public Administration",2017,"2017",88711,15998,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2017,"2017",16302,2212,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",2,"Construction",2017,"2017",26010,9078,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",3,"Manufacturing",2017,"2017",41492,10137,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",4,"Wholesale Trade",2017,"2017",62313,19217,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",5,"Retail Trade",2017,"2017",18383,3316,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",6,"Transportation & Warehousing, & Utilities",2017,"2017",44444,11995,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",7,"Information",2017,"2017",43168,2950,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2017,"2017",47254,6354,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2017,"2017",36541,5769,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2017,"2017",40874,3067,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2017,"2017",18350,3764,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",13,"Other Services Except Public Administration",2017,"2017",22639,5146,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",14,"Public Administration",2017,"2017",55259,15752,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2016,"2016",24667,11382,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",2,"Construction",2016,"2016",27979,3511,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",3,"Manufacturing",2016,"2016",57986,9101,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",4,"Wholesale Trade",2016,"2016",51612,19702,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",5,"Retail Trade",2016,"2016",25880,5501,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",6,"Transportation & Warehousing, & Utilities",2016,"2016",40838,2732,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",7,"Information",2016,"2016",56784,14186,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2016,"2016",52214,10525,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2016,"2016",42326,7557,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",10,"Educational Services, & Health Care & Social Assistance",2016,"2016",53412,8495,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2016,"2016",24614,3757,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",13,"Other Services Except Public Administration",2016,"2016",25422,4137,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",14,"Public Administration",2016,"2016",82227,10459,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2016,"2016",12449,9135,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",2,"Construction",2016,"2016",21750,9392,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",3,"Manufacturing",2016,"2016",40720,11241,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",4,"Wholesale Trade",2016,"2016",51569,17234,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",5,"Retail Trade",2016,"2016",16999,2308,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",6,"Transportation & Warehousing, & Utilities",2016,"2016",32372,19991,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",7,"Information",2016,"2016",41864,6022,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2016,"2016",43846,6769,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2016,"2016",35000,5904,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2016,"2016",37360,3640,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2016,"2016",17742,3080,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",13,"Other Services Except Public Administration",2016,"2016",21471,3414,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",14,"Public Administration",2016,"2016",50455,13465,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2015,"2015",40645,29572,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",2,"Construction",2015,"2015",27854,3964,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",3,"Manufacturing",2015,"2015",54206,7966,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",4,"Wholesale Trade",2015,"2015",52083,82454,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",5,"Retail Trade",2015,"2015",26152,3390,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",6,"Transportation & Warehousing, & Utilities",2015,"2015",41750,15180,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",7,"Information",2015,"2015",55484,14100,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2015,"2015",55368,10184,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2015,"2015",43875,13477,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",10,"Educational Services, & Health Care & Social Assistance",2015,"2015",52234,9436,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2015,"2015",23701,3056,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",13,"Other Services Except Public Administration",2015,"2015",25612,2912,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",14,"Public Administration",2015,"2015",80660,12610,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2015,"2015",15526,8222,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",2,"Construction",2015,"2015",28409,22006,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",3,"Manufacturing",2015,"2015",41383,9840,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",4,"Wholesale Trade",2015,"2015",52417,23323,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",5,"Retail Trade",2015,"2015",18539,4599,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",6,"Transportation & Warehousing, & Utilities",2015,"2015",40063,13451,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",7,"Information",2015,"2015",41447,5652,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2015,"2015",45101,6452,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2015,"2015",31296,3243,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2015,"2015",37443,5002,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2015,"2015",17146,1561,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",13,"Other Services Except Public Administration",2015,"2015",20085,4239,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",14,"Public Administration",2015,"2015",49271,13105,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2014,"2014",40982,20924,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",2,"Construction",2014,"2014",26632,1657,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",3,"Manufacturing",2014,"2014",53575,5540,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",4,"Wholesale Trade",2014,"2014",77120,56024,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",5,"Retail Trade",2014,"2014",26412,5140,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",6,"Transportation & Warehousing, & Utilities",2014,"2014",55972,11031,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",7,"Information",2014,"2014",52143,34021,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2014,"2014",53472,15897,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2014,"2014",42557,10385,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",10,"Educational Services, & Health Care & Social Assistance",2014,"2014",60667,7048,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2014,"2014",22094,2254,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",13,"Other Services Except Public Administration",2014,"2014",24207,2342,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",14,"Public Administration",2014,"2014",83723,2788,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2014,"2014",12059,8181,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",2,"Construction",2014,"2014",80170,102251,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",3,"Manufacturing",2014,"2014",37489,9613,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",4,"Wholesale Trade",2014,"2014",46890,11225,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",5,"Retail Trade",2014,"2014",17334,3743,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",6,"Transportation & Warehousing, & Utilities",2014,"2014",36650,8293,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",7,"Information",2014,"2014",42159,6004,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2014,"2014",39597,4081,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2014,"2014",31994,4788,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2014,"2014",38948,4599,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2014,"2014",16610,1374,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",13,"Other Services Except Public Administration",2014,"2014",18813,3164,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",14,"Public Administration",2014,"2014",59132,12691,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2013,"2013",23411,13259,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",2,"Construction",2013,"2013",31904,7099,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",3,"Manufacturing",2013,"2013",54121,5584,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",4,"Wholesale Trade",2013,"2013",51316,35110,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",5,"Retail Trade",2013,"2013",27338,5366,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",6,"Transportation & Warehousing, & Utilities",2013,"2013",57159,11763,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",7,"Information",2013,"2013",62578,26816,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2013,"2013",70551,17252,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2013,"2013",43918,11835,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",10,"Educational Services, & Health Care & Social Assistance",2013,"2013",61709,2154,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2013,"2013",22226,3171,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",13,"Other Services Except Public Administration",2013,"2013",25574,2123,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
0,"Male",14,"Public Administration",2013,"2013",84925,17249,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",1,"Agriculture, Forestry, Fishing & Hunting, & Mining",2013,"2013",16898,10896,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",2,"Construction",2013,"2013",49306,70362,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",3,"Manufacturing",2013,"2013",43712,7253,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",4,"Wholesale Trade",2013,"2013",44023,9300,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",5,"Retail Trade",2013,"2013",20061,6001,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",6,"Transportation & Warehousing, & Utilities",2013,"2013",37150,9290,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",7,"Information",2013,"2013",42426,15816,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",8,"Finance & Insurance, & Real Estate & Rental & Leasing",2013,"2013",36806,6691,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",9,"Professional, Scientific, & Management, & Administrative & Waste Management Services",2013,"2013",36898,9364,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",10,"Educational Services, & Health Care & Social Assistance",2013,"2013",36647,3358,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",11,"Arts, Entertainment, & Recreation, & Accommodations & Food Services",2013,"2013",16540,964,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",13,"Other Services Except Public Administration",2013,"2013",18560,2757,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"
1,"Female",14,"Public Administration",2013,"2013",53594,13962,"Santa Barbara, CA","16000US0669070","santa-barbara-ca"